HOG_GENE_A	HOG_GENE_B	COMP_GENE_A	COMP_GENE_B
HOG0012528	HOG0018589	AT5G10730	AT3G12150
HOG0012528	HOG0019073	AT5G10730	AT1G63940
HOG0012528	HOG0019127	AT5G10730	AT1G75980
HOG0012528	HOG0019311	AT5G10730	AT4G33925
HOG0012528	HOG0019348	AT5G10730	AT1G32220
HOG0012530	HOG0012905	AT2G43020	AT1G72190
HOG0012530	HOG0012946	AT2G43020	AT1G58025
HOG0012530	HOG0013304	AT2G43020	AT1G20060
HOG0012530	HOG0013316	AT2G43020	AT5G16850
HOG0012530	HOG0013560	AT2G43020	AT5G57300
HOG0012530	HOG0013807	AT2G43020	AT1G67930
HOG0012530	HOG0014060	AT2G43020	AT5G09650
HOG0012530	HOG0014331	AT2G43020	AT1G78690
HOG0012530	HOG0014852	AT2G43020	AT3G12280
HOG0012530	HOG0015117	AT2G43020	AT1G77680
HOG0012530	HOG0015372	AT2G43020	AT1G02670
HOG0012530	HOG0015685	AT2G43020	AT1G77220
HOG0012530	HOG0015870	AT2G43020	AT5G36890
HOG0012530	HOG0015957	AT2G43020	AT5G65860
HOG0012530	HOG0016088	AT2G43020	AT5G53800
HOG0012530	HOG0016095	AT2G43020	AT1G76710
HOG0012530	HOG0016130	AT2G43020	AT4G03240
HOG0012530	HOG0016218	AT2G43020	AT1G60640
HOG0012530	HOG0016334	AT2G43020	AT2G18760
HOG0012530	HOG0016372	AT2G43020	AT4G17740
HOG0012530	HOG0016429	AT2G43020	AT3G18940
HOG0012530	HOG0016503	AT2G43020	AT5G58370
HOG0012530	HOG0016769	AT2G43020	AT4G10760
HOG0012530	HOG0016820	AT2G43020	AT3G14580
HOG0012530	HOG0016843	AT2G43020	AT5G55220
HOG0012530	HOG0017289	AT2G43020	AT1G65380
HOG0012530	HOG0018124	AT2G43020	AT5G02250
HOG0012530	HOG0018358	AT2G43020	AT1G77230
HOG0012530	HOG0019133	AT2G43020	AT4G12760
HOG0012530	HOG0019301	AT2G43020	AT2G35140
HOG0012530	HOG0020101	AT2G43020	AT2G46920
HOG0012531	HOG0012752	AT2G42270	AT4G24830
HOG0012531	HOG0012880	AT2G42270	AT1G50260
HOG0012531	HOG0013020	AT2G42270	AT4G04640
HOG0012531	HOG0014648	AT2G42270	AT3G04830
HOG0012531	HOG0014980	AT2G42270	AT4G35760
HOG0012531	HOG0015199	AT2G42270	AT1G28760
HOG0012531	HOG0015704	AT2G42270	AT3G05250
HOG0012531	HOG0015782	AT2G42270	AT1G48380
HOG0012531	HOG0016763	AT2G42270	AT5G45380
HOG0012531	HOG0016818	AT2G42270	AT1G53645
HOG0012531	HOG0017065	AT2G42270	AT5G37055
HOG0012531	HOG0018121	AT2G42270	AT4G02350
HOG0012531	HOG0018338	AT2G42270	AT2G26340
HOG0012531	HOG0018626	AT2G42270	AT1G80090
HOG0012531	HOG0018918	AT2G42270	AT5G61400
HOG0012532	HOG0016949	AT2G20825	AT1G17665
HOG0012532	HOG0018620	AT2G20825	AT2G42350
HOG0012532	HOG0019147	AT2G20825	AT3G51930
HOG0012532	HOG0019841	AT2G20825	AT5G02770
HOG0012532	HOG0020281	AT2G20825	AT2G44640
HOG0012533	HOG0014733	AT3G51770	AT4G18340
HOG0012533	HOG0017211	AT3G51770	AT1G09130
HOG0012534	HOG0018082	AT3G51840	AT3G54460
HOG0012538	HOG0014126	AT5G55960	AT1G01960
HOG0012538	HOG0014560	AT5G55960	AT2G27900
HOG0012538	HOG0017123	AT5G55960	AT1G73470
HOG0012538	HOG0017818	AT5G55960	AT5G26850
HOG0012539	HOG0013012	AT4G32530	AT3G11630
HOG0012539	HOG0015327	AT4G32530	AT2G21530
HOG0012539	HOG0015899	AT4G32530	AT5G12290
HOG0012539	HOG0016348	AT4G32530	AT5G53920
HOG0012539	HOG0017661	AT4G32530	AT1G61520
HOG0012539	HOG0018245	AT4G32530	AT1G31970
HOG0012539	HOG0020117	AT4G32530	AT1G10550
HOG0012545	HOG0014420	AT3G42050	AT5G64420
HOG0012546	HOG0012862	AT3G57660	AT3G60500
HOG0012546	HOG0013373	AT3G57660	AT4G02720
HOG0012546	HOG0013768	AT3G57660	AT5G58330
HOG0012546	HOG0014054	AT3G57660	AT5G16260
HOG0012546	HOG0014308	AT3G57660	AT4G32650
HOG0012546	HOG0014553	AT3G57660	AT1G17040
HOG0012546	HOG0015202	AT3G57660	AT5G16420
HOG0012546	HOG0015204	AT3G57660	AT3G12530
HOG0012546	HOG0016662	AT3G57660	AT5G63920
HOG0012546	HOG0016675	AT3G57660	AT5G51660
HOG0012546	HOG0016769	AT3G57660	AT4G10760
HOG0012546	HOG0016846	AT3G57660	AT2G07690
HOG0012546	HOG0017339	AT3G57660	AT4G33060
HOG0012546	HOG0017364	AT3G57660	AT4G24175
HOG0012546	HOG0018439	AT3G57660	AT5G26749
HOG0012546	HOG0019139	AT3G57660	AT5G45680
HOG0012551	HOG0013167	AT2G21320	AT1G19715
HOG0012551	HOG0014980	AT2G21320	AT4G35760
HOG0012551	HOG0015140	AT2G21320	AT1G08125
HOG0012551	HOG0015845	AT2G21320	AT4G02770
HOG0012555	HOG0014692	AT1G31310	AT2G23985
HOG0012559	HOG0013707	AT2G17980	AT2G25170
HOG0012559	HOG0014462	AT2G17980	AT3G07760
HOG0012559	HOG0014614	AT2G17980	AT4G19610
HOG0012559	HOG0015420	AT2G17980	AT4G13577
HOG0012559	HOG0015717	AT2G17980	AT3G46610
HOG0012559	HOG0016240	AT2G17980	AT5G10780
HOG0012559	HOG0017677	AT2G17980	AT5G03345
HOG0012559	HOG0017721	AT2G17980	AT5G22360
HOG0012559	HOG0017723	AT2G17980	AT1G29850
HOG0012559	HOG0017903	AT2G17980	AT4G00140
HOG0012559	HOG0018325	AT2G17980	AT1G04640
HOG0012560	HOG0012824	AT1G20816	AT4G27030
HOG0012560	HOG0012918	AT1G20816	AT4G32130
HOG0012560	HOG0013020	AT1G20816	AT4G04640
HOG0012560	HOG0013023	AT1G20816	AT4G03270
HOG0012560	HOG0013111	AT1G20816	AT2G46230
HOG0012560	HOG0013150	AT1G20816	AT4G32980
HOG0012560	HOG0013188	AT1G20816	AT3G48460
HOG0012560	HOG0013194	AT1G20816	AT2G01690
HOG0012560	HOG0013255	AT1G20816	AT3G58730
HOG0012560	HOG0013384	AT1G20816	AT2G36230
HOG0012560	HOG0013478	AT1G20816	AT5G19920
HOG0012560	HOG0013485	AT1G20816	AT3G51870
HOG0012560	HOG0013616	AT1G20816	AT3G24740
HOG0012560	HOG0013698	AT1G20816	AT1G31870
HOG0012560	HOG0013873	AT1G20816	AT1G79985
HOG0012560	HOG0013882	AT1G20816	AT4G33360
HOG0012560	HOG0014084	AT1G20816	AT3G27925
HOG0012560	HOG0014218	AT1G20816	AT2G14835
HOG0012560	HOG0014244	AT1G20816	AT4G16060
HOG0012560	HOG0014254	AT1G20816	AT3G54440
HOG0012560	HOG0014277	AT1G20816	AT3G54130
HOG0012560	HOG0014617	AT1G20816	AT1G27150
HOG0012560	HOG0014669	AT1G20816	AT3G53580
HOG0012560	HOG0014699	AT1G20816	AT5G20930
HOG0012560	HOG0014799	AT1G20816	AT1G22850
HOG0012560	HOG0014936	AT1G20816	AT5G03080
HOG0012560	HOG0014959	AT1G20816	AT3G50860
HOG0012560	HOG0015126	AT1G20816	AT3G19250
HOG0012560	HOG0015212	AT1G20816	AT4G02090
HOG0012560	HOG0015229	AT1G20816	AT3G60620
HOG0012560	HOG0015332	AT1G20816	AT2G18410
HOG0012560	HOG0015338	AT1G20816	AT2G19880
HOG0012560	HOG0015578	AT1G20816	AT4G21520
HOG0012560	HOG0015589	AT1G20816	AT1G12460
HOG0012560	HOG0015630	AT1G20816	AT3G25690
HOG0012560	HOG0015645	AT1G20816	AT5G12410
HOG0012560	HOG0015672	AT1G20816	AT4G33350
HOG0012560	HOG0015723	AT1G20816	AT3G19720
HOG0012560	HOG0015782	AT1G20816	AT1G48380
HOG0012560	HOG0015817	AT1G20816	AT5G15920
HOG0012560	HOG0015861	AT1G20816	AT1G28120
HOG0012560	HOG0015901	AT1G20816	AT3G08780
HOG0012560	HOG0015905	AT1G20816	AT5G21060
HOG0012560	HOG0016011	AT1G20816	AT2G27760
HOG0012560	HOG0016112	AT1G20816	AT3G13450
HOG0012560	HOG0016204	AT1G20816	AT4G16450
HOG0012560	HOG0016219	AT1G20816	AT2G31040
HOG0012560	HOG0016248	AT1G20816	AT3G05330
HOG0012560	HOG0016277	AT1G20816	AT1G25580
HOG0012560	HOG0016359	AT1G20816	AT3G52905
HOG0012560	HOG0016509	AT1G20816	AT5G05310
HOG0012560	HOG0016613	AT1G20816	AT1G09740
HOG0012560	HOG0016623	AT1G20816	AT1G71350
HOG0012560	HOG0016732	AT1G20816	AT1G55480
HOG0012560	HOG0016753	AT1G20816	AT4G32590
HOG0012560	HOG0016776	AT1G20816	AT1G78010
HOG0012560	HOG0016780	AT1G20816	AT2G41945
HOG0012560	HOG0016844	AT1G20816	AT1G14620
HOG0012560	HOG0016876	AT1G20816	AT2G40690
HOG0012560	HOG0016930	AT1G20816	AT3G09150
HOG0012560	HOG0016954	AT1G20816	AT4G29490
HOG0012560	HOG0016957	AT1G20816	AT2G01320
HOG0012560	HOG0017033	AT1G20816	AT1G05385
HOG0012560	HOG0017077	AT1G20816	AT1G29700
HOG0012560	HOG0017095	AT1G20816	AT5G64670
HOG0012560	HOG0017222	AT1G20816	AT1G49350
HOG0012560	HOG0017234	AT1G20816	AT5G61140
HOG0012560	HOG0017304	AT1G20816	AT1G51110
HOG0012560	HOG0017330	AT1G20816	AT1G54650
HOG0012560	HOG0017344	AT1G20816	AT3G55250
HOG0012560	HOG0017409	AT1G20816	AT5G14530
HOG0012560	HOG0017437	AT1G20816	AT5G10700
HOG0012560	HOG0017481	AT1G20816	AT5G51010
HOG0012560	HOG0017540	AT1G20816	AT3G56330
HOG0012560	HOG0017626	AT1G20816	AT1G79760
HOG0012560	HOG0017844	AT1G20816	AT5G08710
HOG0012560	HOG0017858	AT1G20816	AT4G38710
HOG0012560	HOG0018021	AT1G20816	AT4G17370
HOG0012560	HOG0018022	AT1G20816	AT4G27700
HOG0012560	HOG0018035	AT1G20816	AT5G27560
HOG0012560	HOG0018039	AT1G20816	AT5G59610
HOG0012560	HOG0018089	AT1G20816	AT4G05150
HOG0012560	HOG0018322	AT1G20816	AT1G07645
HOG0012560	HOG0018338	AT1G20816	AT2G26340
HOG0012560	HOG0018377	AT1G20816	AT2G21710
HOG0012560	HOG0018387	AT1G20816	AT3G53920
HOG0012560	HOG0018421	AT1G20816	AT4G19985
HOG0012560	HOG0018476	AT1G20816	AT4G22000
HOG0012560	HOG0018539	AT1G20816	AT3G05625
HOG0012560	HOG0018575	AT1G20816	AT3G06730
HOG0012560	HOG0018726	AT1G20816	AT2G46850
HOG0012560	HOG0018838	AT1G20816	AT1G64500
HOG0012560	HOG0019023	AT1G20816	AT5G58575
HOG0012560	HOG0019029	AT1G20816	AT3G49650
HOG0012560	HOG0019055	AT1G20816	AT5G19970
HOG0012560	HOG0019333	AT1G20816	AT3G55820
HOG0012560	HOG0019852	AT1G20816	AT3G26680
HOG0012578	HOG0013515	AT1G13180	AT2G02810
HOG0012578	HOG0016637	AT1G13180	AT4G16210
HOG0012578	HOG0017911	AT1G13180	AT3G13120
HOG0012578	HOG0017983	AT1G13180	AT2G27430
HOG0012582	HOG0014194	AT5G09850	AT1G19850
HOG0012582	HOG0015304	AT5G09850	AT1G02100
HOG0012595	HOG0013661	AT3G21530	AT3G66654
HOG0012595	HOG0013887	AT3G21530	AT5G66220
HOG0012595	HOG0014079	AT3G21530	AT5G57880
HOG0012595	HOG0014823	AT3G21530	AT4G30900
HOG0012595	HOG0019098	AT3G21530	AT5G63050
HOG0012597	HOG0013083	AT5G08300	AT3G11720
HOG0012597	HOG0013126	AT5G08300	AT3G06150
HOG0012597	HOG0013167	AT5G08300	AT1G19715
HOG0012597	HOG0013358	AT5G08300	AT4G26900
HOG0012597	HOG0013671	AT5G08300	AT4G36720
HOG0012597	HOG0013681	AT5G08300	AT1G80410
HOG0012597	HOG0013732	AT5G08300	AT4G35335
HOG0012597	HOG0014153	AT5G08300	AT3G21600
HOG0012597	HOG0014165	AT5G08300	AT1G04390
HOG0012597	HOG0014500	AT5G08300	AT2G31190
HOG0012597	HOG0014664	AT5G08300	AT2G39630
HOG0012597	HOG0014665	AT5G08300	AT2G19720
HOG0012597	HOG0014854	AT5G08300	AT1G02965
HOG0012597	HOG0015504	AT5G08300	AT5G41960
HOG0012597	HOG0015873	AT5G08300	AT1G08460
HOG0012597	HOG0016028	AT5G08300	AT5G27410
HOG0012597	HOG0016127	AT5G08300	AT4G37480
HOG0012597	HOG0016295	AT5G08300	AT2G35360
HOG0012597	HOG0016322	AT5G08300	AT4G28830
HOG0012597	HOG0016648	AT5G08300	AT3G54290
HOG0012597	HOG0016917	AT5G08300	AT2G36835
HOG0012597	HOG0017007	AT5G08300	AT4G17240
HOG0012597	HOG0017068	AT5G08300	AT4G37510
HOG0012597	HOG0017241	AT5G08300	AT1G14300
HOG0012597	HOG0017434	AT5G08300	AT4G26965
HOG0012597	HOG0017504	AT5G08300	AT5G50210
HOG0012597	HOG0017621	AT5G08300	AT5G17660
HOG0012597	HOG0017638	AT5G08300	AT4G09620
HOG0012597	HOG0017657	AT5G08300	AT5G35400
HOG0012597	HOG0017884	AT5G08300	AT4G17010
HOG0012597	HOG0017963	AT5G08300	AT5G57345
HOG0012597	HOG0017973	AT5G08300	AT1G02060
HOG0012597	HOG0018126	AT5G08300	AT3G06610
HOG0012597	HOG0018375	AT5G08300	AT4G26310
HOG0012597	HOG0018396	AT5G08300	AT2G45530
HOG0012597	HOG0018584	AT5G08300	AT1G44920
HOG0012605	HOG0012812	AT2G26430	AT1G73960
HOG0012605	HOG0012902	AT2G26430	AT2G21160
HOG0012605	HOG0013076	AT2G26430	AT5G08565
HOG0012605	HOG0013118	AT2G26430	AT1G16340
HOG0012605	HOG0013172	AT2G26430	AT1G03780
HOG0012605	HOG0013701	AT2G26430	AT4G01320
HOG0012605	HOG0013744	AT2G26430	AT5G64160
HOG0012605	HOG0014527	AT2G26430	AT1G30320
HOG0012605	HOG0015220	AT2G26430	AT2G45520
HOG0012605	HOG0015763	AT2G26430	AT2G40190
HOG0012605	HOG0015813	AT2G26430	AT4G01860
HOG0012605	HOG0016331	AT2G26430	AT1G30520
HOG0012605	HOG0016408	AT2G26430	AT2G31955
HOG0012605	HOG0016814	AT2G26430	AT3G20780
HOG0012605	HOG0016848	AT2G26430	AT1G49590
HOG0012605	HOG0016959	AT2G26430	AT5G41480
HOG0012605	HOG0016993	AT2G26430	AT4G37200
HOG0012605	HOG0017691	AT2G26430	AT1G02020
HOG0012605	HOG0018396	AT2G26430	AT2G45530
HOG0012611	HOG0013522	AT4G21210	AT4G04980
HOG0012611	HOG0013617	AT4G21210	AT1G75670
HOG0012611	HOG0014666	AT4G21210	AT2G44160
HOG0012611	HOG0015256	AT4G21210	AT5G27290
HOG0012611	HOG0016069	AT4G21210	AT5G12860
HOG0012611	HOG0016310	AT4G21210	AT2G33560
HOG0012611	HOG0018422	AT4G21210	AT5G58260
HOG0012611	HOG0018470	AT4G21210	AT5G17170
HOG0012611	HOG0018536	AT4G21210	AT1G78530
HOG0012617	HOG0013478	AT1G16630	AT5G19920
HOG0012617	HOG0013698	AT1G16630	AT1G31870
HOG0012617	HOG0013882	AT1G16630	AT4G33360
HOG0012617	HOG0014699	AT1G16630	AT5G20930
HOG0012617	HOG0014799	AT1G16630	AT1G22850
HOG0012617	HOG0014936	AT1G16630	AT5G03080
HOG0012617	HOG0015126	AT1G16630	AT3G19250
HOG0012617	HOG0015229	AT1G16630	AT3G60620
HOG0012617	HOG0015332	AT1G16630	AT2G18410
HOG0012617	HOG0015338	AT1G16630	AT2G19880
HOG0012617	HOG0017222	AT1G16630	AT1G49350
HOG0012617	HOG0017304	AT1G16630	AT1G51110
HOG0012617	HOG0017330	AT1G16630	AT1G54650
HOG0012617	HOG0018035	AT1G16630	AT5G27560
HOG0012617	HOG0018377	AT1G16630	AT2G21710
HOG0012617	HOG0019333	AT1G16630	AT3G55820
HOG0012618	HOG0019169	AT1G29800	AT5G38510
HOG0012653	HOG0014259	AT5G25760	AT1G74130
HOG0012653	HOG0014323	AT5G25760	AT5G54260
HOG0012653	HOG0015559	AT5G25760	AT2G25355
HOG0012653	HOG0016128	AT5G25760	AT2G20890
HOG0012653	HOG0020610	AT5G25760	AT1G58450
HOG0012656	HOG0014054	AT5G21100	AT5G16260
HOG0012656	HOG0014596	AT5G21100	AT5G13050
HOG0012656	HOG0015064	AT5G21100	AT1G53200
HOG0012656	HOG0015291	AT5G21100	AT5G37510
HOG0012656	HOG0015699	AT5G21100	AT3G06580
HOG0012656	HOG0015841	AT5G21100	AT2G34640
HOG0012656	HOG0015899	AT5G21100	AT5G12290
HOG0012656	HOG0017052	AT5G21100	AT1G79150
HOG0012656	HOG0017279	AT5G21100	AT3G10390
HOG0012656	HOG0017495	AT5G21100	AT5G19350
HOG0012656	HOG0017573	AT5G21100	AT1G66345
HOG0012656	HOG0017610	AT5G21100	AT5G43600
HOG0012691	HOG0014493	AT4G32140	AT5G42390
HOG0012691	HOG0015689	AT4G32140	AT1G34130
HOG0012691	HOG0016390	AT4G32140	AT3G45040
HOG0012691	HOG0016912	AT4G32140	AT1G55370
HOG0012691	HOG0017187	AT4G32140	AT1G48270
HOG0012691	HOG0017188	AT4G32140	AT2G24800
HOG0012691	HOG0018897	AT4G32140	AT1G49980
HOG0012691	HOG0019473	AT4G32140	AT1G55590
HOG0012702	HOG0013616	AT1G15880	AT3G24740
HOG0012702	HOG0013882	AT1G15880	AT4G33360
HOG0012702	HOG0015212	AT1G15880	AT4G02090
HOG0012702	HOG0015229	AT1G15880	AT3G60620
HOG0012702	HOG0015589	AT1G15880	AT1G12460
HOG0012702	HOG0015905	AT1G15880	AT5G21060
HOG0012702	HOG0017409	AT1G15880	AT5G14530
HOG0012702	HOG0018035	AT1G15880	AT5G27560
HOG0012706	HOG0017505	AT4G36080	AT1G77460
HOG0012715	HOG0019241	AT1G07110	AT5G15780
HOG0012721	HOG0016835	AT3G20070	AT1G18730
HOG0012721	HOG0017640	AT3G20070	AT4G31160
HOG0012722	HOG0013052	AT1G66750	AT1G12060
HOG0012722	HOG0013811	AT1G66750	AT3G15240
HOG0012722	HOG0013829	AT1G66750	AT2G34500
HOG0012722	HOG0013989	AT1G66750	AT5G18250
HOG0012722	HOG0014033	AT1G66750	AT5G46880
HOG0012722	HOG0014198	AT1G66750	AT2G19690
HOG0012722	HOG0014381	AT1G66750	AT3G01435
HOG0012722	HOG0014479	AT1G66750	AT2G28070
HOG0012722	HOG0014785	AT1G66750	AT1G14000
HOG0012722	HOG0014810	AT1G66750	AT4G06599
HOG0012722	HOG0015184	AT1G66750	AT5G51020
HOG0012722	HOG0015235	AT1G66750	AT3G19970
HOG0012722	HOG0015433	AT1G66750	AT2G25100
HOG0012722	HOG0015773	AT1G66750	AT4G34700
HOG0012722	HOG0015831	AT1G66750	AT1G27070
HOG0012722	HOG0016332	AT1G66750	AT5G43210
HOG0012722	HOG0016399	AT1G66750	AT5G20050
HOG0012722	HOG0016403	AT1G66750	AT4G09750
HOG0012722	HOG0016724	AT1G66750	AT1G26470
HOG0012722	HOG0016806	AT1G66750	AT3G46200
HOG0012722	HOG0016869	AT1G66750	AT1G02410
HOG0012722	HOG0017271	AT1G66750	AT1G27530
HOG0012722	HOG0017594	AT1G66750	AT3G51510
HOG0012722	HOG0017979	AT1G66750	AT4G20310
HOG0012722	HOG0018099	AT1G66750	AT3G45020
HOG0012722	HOG0018219	AT1G66750	AT1G33810
HOG0012722	HOG0018586	AT1G66750	AT1G30950
HOG0012722	HOG0018858	AT1G66750	AT2G36130
HOG0012725	HOG0012790	AT1G18460	AT5G57070
HOG0012725	HOG0014089	AT1G18460	AT3G57340
HOG0012725	HOG0014517	AT1G18460	AT2G17250
HOG0012725	HOG0014667	AT1G18460	AT2G46300
HOG0012725	HOG0018195	AT1G18460	AT1G09280
HOG0012730	HOG0012790	AT1G18580	AT5G57070
HOG0012730	HOG0012980	AT1G18580	AT4G29790
HOG0012730	HOG0014193	AT1G18580	AT5G24740
HOG0012730	HOG0014812	AT1G18580	AT4G28910
HOG0012730	HOG0015927	AT1G18580	AT3G18060
HOG0012730	HOG0016380	AT1G18580	AT4G14310
HOG0012730	HOG0017246	AT1G18580	AT3G03210
HOG0012730	HOG0017384	AT1G18580	AT1G59840
HOG0012730	HOG0017549	AT1G18580	AT2G17140
HOG0012730	HOG0017570	AT1G18580	AT2G46915
HOG0012730	HOG0017728	AT1G18580	AT4G36050
HOG0012730	HOG0017878	AT1G18580	AT5G48040
HOG0012730	HOG0017883	AT1G18580	AT5G08490
HOG0012730	HOG0018060	AT1G18580	AT1G71460
HOG0012730	HOG0019065	AT1G18580	AT5G64230
HOG0012732	HOG0015832	AT3G03970	AT4G37190
HOG0012733	HOG0013328	AT2G46290	AT2G27280
HOG0012733	HOG0013554	AT2G46290	AT1G71250
HOG0012733	HOG0014614	AT2G46290	AT4G19610
HOG0012733	HOG0014938	AT2G46290	AT2G26990
HOG0012733	HOG0015755	AT2G46290	AT4G21130
HOG0012733	HOG0016131	AT2G46290	AT5G35620
HOG0012733	HOG0016452	AT2G46290	AT5G14250
HOG0012733	HOG0018146	AT2G46290	AT1G56090
HOG0012735	HOG0014312	AT5G47430	AT1G67710
HOG0012735	HOG0015039	AT5G47430	AT4G26000
HOG0012735	HOG0015387	AT5G47430	AT5G62190
HOG0012735	HOG0016097	AT5G47430	AT2G04660
HOG0012735	HOG0016827	AT5G47430	AT2G05810
HOG0012735	HOG0017000	AT5G47430	AT5G49660
HOG0012735	HOG0018068	AT5G47430	AT4G39120
HOG0012735	HOG0019090	AT5G47430	AT1G21730
HOG0012736	HOG0013603	AT4G30480	AT1G12730
HOG0012736	HOG0017407	AT4G30480	AT5G37530
HOG0012737	HOG0015897	AT3G19860	AT5G54890
HOG0012737	HOG0016542	AT3G19860	AT2G22530
HOG0012739	HOG0012787	AT5G42150	AT1G73160
HOG0012739	HOG0012988	AT5G42150	AT1G76760
HOG0012739	HOG0013052	AT5G42150	AT1G12060
HOG0012739	HOG0013067	AT5G42150	AT3G15010
HOG0012739	HOG0013196	AT5G42150	AT1G67370
HOG0012739	HOG0013198	AT5G42150	AT2G42300
HOG0012739	HOG0013264	AT5G42150	AT3G26080
HOG0012739	HOG0013369	AT5G42150	AT1G67325
HOG0012739	HOG0013570	AT5G42150	AT1G64660
HOG0012739	HOG0013599	AT5G42150	AT5G61240
HOG0012739	HOG0013600	AT5G42150	AT5G07950
HOG0012739	HOG0013694	AT5G42150	AT4G10465
HOG0012739	HOG0013811	AT5G42150	AT3G15240
HOG0012739	HOG0013833	AT5G42150	AT3G46550
HOG0012739	HOG0013884	AT5G42150	AT4G25830
HOG0012739	HOG0013990	AT5G42150	AT3G03960
HOG0012739	HOG0013999	AT5G42150	AT3G22410
HOG0012739	HOG0014021	AT5G42150	AT5G04670
HOG0012739	HOG0014033	AT5G42150	AT5G46880
HOG0012739	HOG0014142	AT5G42150	AT5G24810
HOG0012739	HOG0014233	AT5G42150	AT1G33480
HOG0012739	HOG0014328	AT5G42150	AT4G32250
HOG0012739	HOG0014381	AT5G42150	AT3G01435
HOG0012739	HOG0014488	AT5G42150	AT5G61500
HOG0012739	HOG0014519	AT5G42150	AT1G69220
HOG0012739	HOG0014533	AT5G42150	AT1G49970
HOG0012739	HOG0014602	AT5G42150	AT3G51820
HOG0012739	HOG0014623	AT5G42150	AT1G73430
HOG0012739	HOG0014626	AT5G42150	AT3G02510
HOG0012739	HOG0014679	AT5G42150	AT3G45940
HOG0012739	HOG0014744	AT5G42150	AT3G59080
HOG0012739	HOG0014765	AT5G42150	AT3G02870
HOG0012739	HOG0014779	AT5G42150	AT2G20270
HOG0012739	HOG0014785	AT5G42150	AT1G14000
HOG0012739	HOG0014866	AT5G42150	AT5G06220
HOG0012739	HOG0015010	AT5G42150	AT5G59470
HOG0012739	HOG0015184	AT5G42150	AT5G51020
HOG0012739	HOG0015241	AT5G42150	AT1G68400
HOG0012739	HOG0015321	AT5G42150	AT5G14470
HOG0012739	HOG0015426	AT5G42150	AT5G04520
HOG0012739	HOG0015472	AT5G42150	AT5G66770
HOG0012739	HOG0015619	AT5G42150	AT5G55500
HOG0012739	HOG0015651	AT5G42150	AT4G21320
HOG0012739	HOG0015773	AT5G42150	AT4G34700
HOG0012739	HOG0015784	AT5G42150	AT4G00590
HOG0012739	HOG0015831	AT5G42150	AT1G27070
HOG0012739	HOG0015901	AT5G42150	AT3G08780
HOG0012739	HOG0016032	AT5G42150	AT5G12320
HOG0012739	HOG0016046	AT5G42150	AT3G04970
HOG0012739	HOG0016093	AT5G42150	AT2G32500
HOG0012739	HOG0016112	AT5G42150	AT3G13450
HOG0012739	HOG0016139	AT5G42150	AT3G48195
HOG0012739	HOG0016156	AT5G42150	AT1G15390
HOG0012739	HOG0016359	AT5G42150	AT3G52905
HOG0012739	HOG0016399	AT5G42150	AT5G20050
HOG0012739	HOG0016403	AT5G42150	AT4G09750
HOG0012739	HOG0016446	AT5G42150	AT4G36980
HOG0012739	HOG0016460	AT5G42150	AT2G31840
HOG0012739	HOG0016613	AT5G42150	AT1G09740
HOG0012739	HOG0016806	AT5G42150	AT3G46200
HOG0012739	HOG0016869	AT5G42150	AT1G02410
HOG0012739	HOG0016949	AT5G42150	AT1G17665
HOG0012739	HOG0016954	AT5G42150	AT4G29490
HOG0012739	HOG0017019	AT5G42150	AT1G26650
HOG0012739	HOG0017183	AT5G42150	AT1G18265
HOG0012739	HOG0017189	AT5G42150	AT4G10050
HOG0012739	HOG0017271	AT5G42150	AT1G27530
HOG0012739	HOG0017282	AT5G42150	AT3G27000
HOG0012739	HOG0017346	AT5G42150	AT5G53310
HOG0012739	HOG0017377	AT5G42150	AT1G75690
HOG0012739	HOG0017389	AT5G42150	AT4G38150
HOG0012739	HOG0017429	AT5G42150	AT2G37680
HOG0012739	HOG0017474	AT5G42150	AT2G10550
HOG0012739	HOG0017493	AT5G42150	AT3G47630
HOG0012739	HOG0017496	AT5G42150	AT5G63690
HOG0012739	HOG0017556	AT5G42150	AT4G00560
HOG0012739	HOG0017564	AT5G42150	AT3G54010
HOG0012739	HOG0017686	AT5G42150	AT3G15620
HOG0012739	HOG0017816	AT5G42150	AT2G40490
HOG0012739	HOG0017825	AT5G42150	AT3G16990
HOG0012739	HOG0017854	AT5G42150	AT4G29400
HOG0012739	HOG0017870	AT5G42150	AT4G17550
HOG0012739	HOG0017912	AT5G42150	AT5G18200
HOG0012739	HOG0017955	AT5G42150	AT1G50430
HOG0012739	HOG0017968	AT5G42150	AT2G21970
HOG0012739	HOG0017976	AT5G42150	AT4G01037
HOG0012739	HOG0017979	AT5G42150	AT4G20310
HOG0012739	HOG0017985	AT5G42150	AT5G62840
HOG0012739	HOG0018033	AT5G42150	AT3G26710
HOG0012739	HOG0018039	AT5G42150	AT5G59610
HOG0012739	HOG0018056	AT5G42150	AT1G44960
HOG0012739	HOG0018194	AT5G42150	AT2G28790
HOG0012739	HOG0018203	AT5G42150	AT4G32690
HOG0012739	HOG0018219	AT5G42150	AT1G33810
HOG0012739	HOG0018254	AT5G42150	AT3G19210
HOG0012739	HOG0018401	AT5G42150	AT3G49640
HOG0012739	HOG0018433	AT5G42150	AT3G18580
HOG0012739	HOG0018494	AT5G42150	AT1G35340
HOG0012739	HOG0018532	AT5G42150	AT4G36530
HOG0012739	HOG0018586	AT5G42150	AT1G30950
